Sample Number,Language,Time (seconds),Number of Compares
166,Python,0.155404,303667

167,Python,0.197719,338540

168,Python,0.142841,182675

169,Python,0.202001,312341

170,Python,0.191837,299740

171,Python,0.195020,368162

172,Python,0.198232,341519

173,Python,0.169165,332667

174,Python,0.151629,220401

175,Python,0.174730,326363

176,Python,0.240035,535513

177,Python,0.168758,237771

178,Python,0.176788,291393

179,Python,0.148965,198940

180,Python,0.160428,237039

181,Python,0.145093,214622

182,Python,0.167297,223504

183,Python,0.166796,163273

184,Python,0.188337,291935

185,Python,0.223710,427651

186,Python,0.220070,425524

187,Python,0.182512,298089

188,Python,0.154832,262849

189,Python,0.164140,232102

190,Python,0.217907,420901

191,Python,0.169224,253875

192,Python,0.198320,422808

193,Python,0.152440,236652

194,Python,0.181868,295439

195,Python,0.174143,236895

196,Python,0.198054,425845

197,Python,0.200156,278914

198,Python,0.136110,144807

199,Python,0.200412,379198

200,Python,0.221809,454684
