Sample Number,Language,Time (seconds),Number of Compares
92,Python,0.186486,199997

93,Python,0.195221,199670

94,Python,0.235211,199493

95,Python,0.209737,199844

96,Python,0.225991,200068

97,Python,0.192332,200942

98,Python,0.182637,199624

99,Python,0.216140,200123

100,Python,0.220285,200135

101,Python,0.252696,199648

102,Python,0.203521,199789

103,Python,0.186997,200015

104,Python,0.195440,199980

105,Python,0.248252,200326

106,Python,0.197082,199946

107,Python,0.195477,200058

108,Python,0.232844,199996

109,Python,0.199176,200195

110,Python,0.192407,199657

111,Python,0.186953,199944

112,Python,0.210019,200157

113,Python,0.199528,200353

114,Python,0.176678,199956

115,Python,0.189469,199579

116,Python,0.176784,199697

117,Python,0.198526,200058

118,Python,0.187037,200522

119,Python,0.180992,200061

120,Python,0.289831,200063

121,Python,0.187180,199912

122,Python,0.188878,200331

123,Python,0.204319,200509

124,Python,0.201885,199854

125,Python,0.186437,200494

126,Python,0.227363,199821

127,Python,0.189754,200064

128,Python,0.198399,199861

129,Python,0.187662,199872

130,Python,0.197437,199515

131,Python,0.201292,200168

132,Python,0.197594,200310

133,Python,0.209965,200146

134,Python,0.209256,199881

135,Python,0.190411,199555

136,Python,0.190597,199864

137,Python,0.184388,200290

138,Python,0.190272,199639

139,Python,0.207630,199908

140,Python,0.177937,199703

141,Python,0.197638,199708

142,Python,0.220453,199761

143,Python,0.207368,199850

144,Python,0.214942,199960

145,Python,0.188848,200071

146,Python,0.227640,199869

147,Python,0.220267,199676

148,Python,0.211497,199709

149,Python,0.183176,200184

150,Python,0.174968,199891

151,Python,0.181339,199900

152,Python,0.189405,199517

153,Python,0.196811,199979

154,Python,0.212308,199495

155,Python,0.178562,200238

156,Python,0.194045,199704

157,Python,0.190577,199836

158,Python,0.206637,199641

159,Python,0.191468,199909

160,Python,0.186315,200296

161,Python,0.173704,200150

162,Python,0.178099,199998

163,Python,0.187799,200047

164,Python,0.191391,199955

165,Python,0.177885,199624

166,Python,0.192076,199837

167,Python,0.184653,199574

168,Python,0.180601,199901

169,Python,0.178540,199884

170,Python,0.184821,199815

171,Python,0.191658,199733

172,Python,0.199857,199844

173,Python,0.196466,200322

174,Python,0.189096,199987

175,Python,0.190879,200467

176,Python,0.188971,200180

177,Python,0.180373,200214

178,Python,0.203280,199637

179,Python,0.195331,199401

180,Python,0.225103,199982

181,Python,0.184843,199689

182,Python,0.183511,199806

183,Python,0.202999,200391

184,Python,0.204828,199953

185,Python,0.199709,200359

186,Python,0.193279,199441

187,Python,0.182566,200085

188,Python,0.185168,199422

189,Python,0.208735,199572

190,Python,0.192613,199278

191,Python,0.194750,199638

192,Python,0.198520,199789

193,Python,0.188692,200162

194,Python,0.182240,199975

195,Python,0.193119,199698

196,Python,0.191830,200148

197,Python,0.194474,199805

198,Python,0.176170,199676

199,Python,0.176023,199958

200,Python,0.181785,199783
